Year,Make,Model,Trim,Body,Transmission,VIN,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2013,Land Rover,Range Rover Evoque,Dynamic Premium,SUV,automatic,salvt2bg3dh845525,tx,43,20947,blue,tan,jpmorgan chase bank n.a.,45200,45500,Wed Feb 11 2015 02:15:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsp2e4xca734048,ca,37,19051,black,brown,fiserv/usb dealer services northstar exchange,63000,62500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d42ca603032,hi,35,35197,black,black,jpmorgan chase bank n.a.,41100,39750,Wed Feb 11 2015 06:35:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d46ca645476,nc,5,43959,brown,beige,meridian remarketing,38600,36500,Mon Feb 16 2015 01:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salwr2efxea327170,pa,49,10297,black,beige,adcock brothers inc,84000,81000,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1241ya254178,va,26,103995,green,beige,sullivan auto trading inc,1550,2000,Thu Feb 12 2015 01:35:00 GMT-0800 (PST)
2004,Land Rover,Freelander,SE3,SUV,automatic,salny12254a415374,ma,34,94040,black,black,boch toyota/scion south,2825,2900,Thu Feb 05 2015 10:30:00 GMT-0800 (PST)
2004,Land Rover,Freelander,HSE,SUV,automatic,salne22284a297030,va,29,74723,white,tan,primeritus remarketing/aras,1850,2400,Thu Jul 09 2015 05:50:00 GMT-0700 (PDT)
2008,Land Rover,LR2,HSE,SUV,automatic,salft24n88h108391,pa,37,61553,blue,beige,adcock brothers inc,12650,13100,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfs24n78h023772,tx,39,84387,orange,black,manheim dallas,9350,7500,Fri Feb 27 2015 03:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d49ca378232,ca,4,22388,black,black,jpmorgan chase bank n.a.,52800,55000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salmf15498a269453,ca,28,92306,black,beige,high bid trading co inc,17500,18750,Wed Feb 25 2015 04:15:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d48aa254457,ca,3,70239,black,beige,tradewinds remarketing,29400,28500,Tue Feb 17 2015 04:00:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf1e42aa315095,tn,28,56030,white,black,plaza motor company,39600,41200,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d41ba704502,ca,19,28811,white,tan,jpmorgan chase bank n.a.,38800,35500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e41ba278646,fl,42,52719,white,brown,american bank auto liquidators,39200,39400,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e42ba271432,ca,37,44083,black,black,ubs wholesale,41300,41750,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d4xba299244,ca,28,41106,black,black,jpmorgan chase bank n.a.,36100,34000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d49ca720769,ca,38,31786,black,black,jpmorgan chase bank n.a.,44600,46500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover,HSE,SUV,automatic,salme1d47ca375848,ca,38,22137,black,black,jpmorgan chase bank n.a.,49700,50500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf25419a189451,ca,28,66163,black,black,exotic euro cars,22600,24750,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e49ca722602,ca,39,45797,gray,black,jpmorgan chase bank n.a.,45600,48500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvt1bg9ch650537,ca,38,35923,white,black,desert plaza auto sales inc,34500,37000,Tue Feb 10 2015 04:30:00 GMT-0800 (PST)
2012,Land Rover,LR2,Base,SUV,automatic,salfr2bn2ch281317,fl,38,68602,gold,beige,tdaf remarketing,19400,18600,Tue Feb 10 2015 01:00:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,Supercharged Limited Edition,SUV,automatic,salsh2e47da794139,ca,44,16084,gray,black,land rover north america llc,57200,42500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvn2bg3dh742888,ca,18,35628,white,tan,jpmorgan chase bank n.a.,29000,26500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,LR2,HSE,SUV,automatic,salfr2bg1dh380374,ca,46,9847,white,black,land rover north america llc,28600,31000,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1549ya269247,ut,19,107279,black,tan,remarketing by ge/america first credit union,1350,2000,Wed Feb 11 2015 03:30:00 GMT-0800 (PST)
2011,Land Rover,LR4,V8,SUV,automatic,salag2d40ba588030,fl,37,77134,beige,beige,mercedes-benz of south charlotte,26700,27000,Tue Feb 10 2015 04:00:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE,SUV,automatic,salag2d40da669211,ca,48,22856,white,black,nova auto sales inc,48500,51500,Thu Feb 12 2015 04:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d40da782065,nv,37,32123,black,black,chapman chry jeep,48400,47400,Fri Jan 23 2015 03:45:00 GMT-0800 (PST)
2011,Land Rover,LR4,V8,SUV,automatic,salag2d42ba552999,ne,42,54258,silver,tan,meridian remarketing,30300,31000,Thu Feb 12 2015 02:30:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvp1bg6dh812436,tx,5,15126,gray,gray,music city autoplex llc,37000,39000,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
1998,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpv1441wa400129,wa,19,191662,white,black,sindibad auto sale llc,875,200,Wed Feb 25 2015 04:35:00 GMT-0800 (PST)
2001,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16491a447529,fl,38,46131,green,beige,american bank auto liquidators,2800,11100,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salmf15468a287621,fl,38,160651,black,beige,auto sails inc,12800,16300,Tue Jan 20 2015 08:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23498a181013,ca,36,83875,white,black,wells fargo dealer services,21300,19100,Thu Jan 22 2015 04:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvv2bg3ch688295,wa,44,43517,white,black,lexus of bellevue,34000,36300,Wed Jan 21 2015 05:20:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure,SUV,automatic,salvn2bg0dh737521,tn,41,28461,white,—,ford-lincoln dealer program,30100,31800,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25488a153248,fl,31,99873,silver,black,remarketing by ge/manheim orlando,18050,16500,Wed Jan 21 2015 01:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Evoque,Pure Plus,SUV,automatic,salvt1bg3ch638805,pa,42,38822,white,gray,r hollenshead auto sales inc,34800,35750,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d4xaa225249,tx,37,94199,black,black,texas direct auto,26900,28700,Wed Jan 28 2015 02:20:00 GMT-0800 (PST)
2013,Land Rover,Range Rover Evoque,Pure Premium,SUV,automatic,salvr1bg6dh778153,pa,41,19649,blue,beige,manheim imports,37300,36750,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
1999,Land Rover,Discovery,Series II,SUV,automatic,salty124xxa212509,sc,21,158899,black,gray,hendrick lexus charleston,1050,1400,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16492a463716,md,26,211382,black,beige,autonation chevrolet laurel,450,1000,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2002,Land Rover,Discovery Series II,SE,SUV,automatic,salty12412a770788,sc,29,78206,green,tan,rick hendrick chevrolet,1800,2200,Tue Jan 20 2015 02:00:00 GMT-0800 (PST)
2002,Land Rover,Freelander,S,SUV,automatic,salnm22272a215773,az,19,191305,blue,black,buckeye title loans inc,1325,1000,Tue Jan 20 2015 03:00:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salmf15488a264180,ga,44,93606,gray,gray,crescent automotive corp inc,18050,15900,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh23459a189692,pa,41,58488,white,white,r hollenshead auto sales inc,25600,28000,Fri Jan 16 2015 01:00:00 GMT-0800 (PST)
2010,Land Rover,LR2,HSE,SUV,automatic,salfr2bn5ah192192,nc,31,42515,gray,black,meridian remarketing,16850,14500,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d48ba710530,tn,27,52041,gray,gray,jpmorgan chase bank n.a.,34100,32800,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25408a153146,tx,19,172981,black,black,tdaf remarketing,14550,16200,Wed Jan 21 2015 02:00:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,Autobiography,SUV,automatic,salwv2ef8ea310380,pa,42,16900,black,black,auto ranch llc,86000,88100,Wed Jan 21 2015 01:30:00 GMT-0800 (PST)
1999,Land Rover,Range Rover,4.0 S,SUV,automatic,salpv1242xa423049,wa,19,149157,gray,gray,nextgear capital,1425,600,Wed Feb 04 2015 06:00:00 GMT-0800 (PST)
2003,Land Rover,Freelander,SE3,SUV,automatic,salny12253a243524,ca,4,72840,silver,black,land rover san jose,2250,4100,Tue Jan 20 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,HSE,SUV,automatic,salme15428a292057,ca,31,118431,gray,gray,tdaf remarketing,16250,15000,Tue Feb 17 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25409a213556,nc,34,107230,black,black,hendrick lexus,18300,17800,Wed Feb 04 2015 06:00:00 GMT-0800 (PST)
2010,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d4xaa231469,ga,44,73957,silver,gray,persichetti motorsports inc,28500,29500,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d44ca743876,ca,37,52808,black,black,coast sports cars inc,39600,37000,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,Supercharged,SUV,automatic,salsh2e4xca758122,tn,47,44123,black,black,lexus of knoxville,45000,44750,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE LUX,SUV,automatic,salak2d40da665240,tn,43,45654,black,tan,select automotive  llc,42300,43400,Wed Jan 21 2015 02:30:00 GMT-0800 (PST)
2013,Land Rover,LR4,HSE LUX,SUV,automatic,salak2d47da664358,oh,46,15610,white,black,pauley motor car co preowned vehicles llc,54700,53500,Mon Jan 26 2015 16:00:00 GMT-0800 (PST)
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsf2d48ba271054,tn,44,60660,gray,black,jpmorgan chase bank n.a.,31800,30800,Wed Feb 18 2015 02:30:00 GMT-0800 (PST)
2008,Land Rover,LR3,V8 SE,SUV,automatic,salae25478a457528,tn,28,102832,gray,black,sullivan auto group llc,12350,12600,Wed Feb 11 2015 02:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d43ba356065,tx,42,30938,black,tan,music city autoplex llc,41900,43000,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
2012,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk2d49ca742349,oh,42,53628,blue,tan,pauley motor car co preowned vehicles llc,38700,37500,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2001,Land Rover,Discovery Series II,SE,SUV,automatic,salty12441a704721,md,1,163272,green,tan,tappahannock chevrolet llc,750,700,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2011,Land Rover,Range Rover,HSE,SUV,automatic,salme1d41ba344464,ca,4,32335,silver,black,skyhigh remarketing inc,41600,40500,Wed Jan 21 2015 04:15:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfs24n28h040155,ma,47,57463,black,black,premier cape cod,11950,13000,Tue Jan 20 2015 01:30:00 GMT-0800 (PST)
2012,Land Rover,LR4,Base,SUV,automatic,salag2d44ca598772,nj,45,21769,black,black,certified motor car llc,44700,42500,Wed Jan 28 2015 01:30:00 GMT-0800 (PST)
2001,Land Rover,Discovery Series II,SE,SUV,automatic,saltw15471a708439,wa,2,158005,green,beige,purple heart services inc,1525,1000,Wed Jan 21 2015 05:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13488a296856,ca,38,64872,black,white,penegon mission viejo inc,25100,24000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2009,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13429a304600,az,37,83201,black,beige,chapman corporate wholesale,26700,26900,Thu Jan 22 2015 03:00:00 GMT-0800 (PST)
2000,Land Rover,Discovery Series II,Base,SUV,automatic,salty1246ya241149,va,28,91568,burgundy,tan,sullivan auto trading inc,1375,3600,Thu Jan 22 2015 01:35:00 GMT-0800 (PST)
2008,Land Rover,LR2,SE,SUV,automatic,salfp24n48h012889,tx,2,204701,gray,black,texas direct auto,6250,3200,Wed Jan 21 2015 02:20:00 GMT-0800 (PST)
2008,Land Rover,Range Rover Sport,HSE,SUV,automatic,salsk25408a146133,ca,46,67990,black,beige,richard j bartlett jr enterprises,20200,24500,Thu Jan 15 2015 04:30:00 GMT-0800 (PST)
2008,Land Rover,Range Rover,Supercharged,SUV,automatic,salmf13418a275203,ca,38,127163,black,gray,california dealers,16550,17750,Wed Jan 14 2015 04:30:00 GMT-0800 (PST)
2010,Land Rover,Range Rover,HSE,SUV,automatic,salmf1d48aa319203,ca,37,80335,black,black,hornburg jaguar santa monica,32000,32000,Wed Jan 21 2015 04:30:00 GMT-0800 (PST)
2014,Land Rover,Range Rover Sport,HSE,SUV,automatic,salwr2wf1ea326598,nj,49,6558,white,gray,hatt auto sales llc,75000,72750,Wed Jan 14 2015 01:30:00 GMT-0800 (PST)
2003,Land Rover,Freelander,SE,SUV,automatic,salny22283a225962,ma,41,62792,gray,black,hertz remarketing,2250,2100,Thu Jan 22 2015 10:30:00 GMT-0800 (PST)
