Year,Make,Model,Trim,Body,Transmission,VIN,State,Condition,Odometer,Color,Interior,Seller,MMR,SellingPrice,SaleDate
2011,GMC,Terrain,SLE-1,suv,automatic,2ctalmec9b6477515,tx,39,119482,white,black,hopper motorplex inc,9500,10400,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2011,GMC,Yukon,Denali,suv,automatic,1gks2eef4br339621,ga,37,69952,black,black,ars/ford-lincoln dealer program,30000,30500,Tue Jun 16 2015 02:30:00 GMT-0700 (PDT)
2013,GMC,Sierra 2500HD,Denali,crew cab,automatic,1gt125e84df218732,ga,49,28085,black,beige,centerpoint auto exchange llc,45300,46000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2012,GMC,Acadia,SLT-1,suv,automatic,1gkkvred6cj379146,ca,44,52158,red,beige,clear view systems,23300,23500,Tue May 26 2015 05:30:00 GMT-0700 (PDT)
2012,GMC,Acadia,SLE,suv,automatic,1gkkrped7cj178834,tx,42,89875,brown,black,westwood auto sales llc,14600,15200,Tue May 26 2015 03:45:00 GMT-0700 (PDT)
2012,GMC,Acadia,SLT-1,suv,automatic,1gkkrred3cj220539,tx,36,71519,white,gray,pro financial inc,21000,20200,Wed Jun 03 2015 03:20:00 GMT-0700 (PDT)
2008,GMC,Acadia,SLT-2,suv,automatic,1gkev33758j255433,nc,23,91358,blue,black,courtesy kia mitsubishi,13600,13700,Tue Jun 02 2015 02:15:00 GMT-0700 (PDT)
2005,GMC,Yukon,Fleet,suv,automatic,1gkek13t15j134517,ca,24,125610,black,beige,onemain rem/delta dealer,7450,8400,Wed May 27 2015 05:30:00 GMT-0700 (PDT)
2003,GMC,Envoy XL,SLT,suv,automatic,1gkes16s536134751,tx,24,173771,red,gray,tdaf remarketing,2825,3400,Wed May 27 2015 03:15:00 GMT-0700 (PDT)
2014,GMC,Terrain,SLT-2,suv,automatic,2gkflte30e6213507,tx,44,33363,gray,gray,avis corporation,23700,23700,Wed Jun 03 2015 03:15:00 GMT-0700 (PDT)
2014,GMC,Sierra 1500,SLE,crew cab,automatic,3gtu2uec0eg353461,tx,43,7554,gray,black,pm standley motorcars,33500,35300,Wed May 27 2015 03:20:00 GMT-0700 (PDT)
2015,GMC,Terrain,SLT-2,SUV,automatic,2gkflte35f6111945,tx,49,13736,gray,beige,joe myers toyota,26000,25000,Tue May 26 2015 03:45:00 GMT-0700 (PDT)
2013,GMC,Sierra 1500,SLE,crew cab,automatic,3gtp2ve7xdg322514,mi,29,71611,white,black,automobiles paille inc,24900,21600,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2013,GMC,Yukon,Denali,suv,automatic,1gks1eef7dr350957,fl,41,22507,black,black,napletons north palm auto park inc,40900,40600,Thu May 28 2015 02:28:00 GMT-0700 (PDT)
2013,GMC,Sierra 1500,SLE,crew cab,automatic,3gtp2ve79dg134471,oh,38,53241,white,black,immo gest inc,26600,23400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2015,GMC,Yukon,Denali,suv,automatic,1gks1ckj0fr538462,fl,5,1114,black,black,gm remarketing,61000,58600,Mon Jun 01 2015 06:00:00 GMT-0700 (PDT)
2015,GMC,Yukon XL,SLT,suv,automatic,1gks1hkc3fr151466,fl,5,5098,black,black,ambar motors inc,48200,55000,Tue Jun 02 2015 02:30:00 GMT-0700 (PDT)
2015,GMC,Terrain,SLE-1,SUV,automatic,2gkflvek7f6161667,mi,37,7129,silver,black,larry hudson chevrolet buick gmc inc,21200,19800,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2012,GMC,Acadia,SLE,suv,automatic,1gkkrped7cj192796,va,42,65832,beige,black,enterprise veh exchange/rental,17050,17000,Thu May 28 2015 02:20:00 GMT-0700 (PDT)
2011,GMC,Sierra 1500,Work Truck,extended cab,automatic,1gtr2te37bz424909,mi,36,38288,white,black,larry hudson chevrolet buick gmc inc,16200,16100,Thu May 28 2015 02:30:00 GMT-0700 (PDT)
2007,GMC,Canyon,SLE,regular cab,automatic,1gtcs149078228288,tx,1,81792,silver,gray,santander consumer,4750,3000,Tue Jun 02 2015 04:00:00 GMT-0700 (PDT)
2010,GMC,Canyon,SLT,Crew Cab,automatic,1gtjtfde6a8124541,oh,37,34935,white,black,9209 0851 quebec inc,17950,19800,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,SLE,crew cab,automatic,3gtek233x9g277071,tx,24,141118,white,black,texas direct auto,14800,14800,Tue May 26 2015 03:30:00 GMT-0700 (PDT)
2009,GMC,Sierra 1500,SLE,crew cab,automatic,3gtec23059g274811,ga,37,122602,black,black,t. james motorsports llc,14500,15900,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Acadia,SLE-1,suv,automatic,1gker13d19j202468,ga,2,67936,silver,black,t. james motorsports llc,12000,13000,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Yukon,Denali,suv,automatic,1gkfk03249r226671,ga,46,106805,white,black,t. james motorsports llc,21400,23800,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2009,GMC,Acadia,SLT-2,suv,automatic,1gkev33d19j176011,ga,44,100844,green,black,t. james motorsports llc,12700,12800,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,SLE1,extended cab,automatic,2gtec19j781338347,oh,29,108856,black,black,car source,13950,11750,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2008,GMC,Sierra 1500,Work Truck,regular cab,automatic,1gtec14x08z115148,ga,31,96944,white,gray,t. james motorsports llc,8450,8600,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
2011,GMC,Sierra 2500HD,SLE,extended cab,automatic,1gt220cg9bz342458,oh,45,44402,black,gray,exceptional motorcar llc,23000,26400,Tue May 26 2015 02:30:00 GMT-0700 (PDT)
